pmid,authors
27798651,"['Gai, Shaoyan', 'Da, Feipeng', 'Fang, Xu']"
35579609,"['Conway, Mike', 'Citrenbaum, Cole', 'Chen, Annie T']"
35570896,"['Venkatasubramanian, Padma']"
29185598,"['Ceolin, Silvana', 'Piriz, Manuelle Arias', 'Mendieta, Marjoriê da Costa', 'González, José Siles', 'Heck, Rita Maria']"
28287962,"['Klyuzhin, Ivan S', 'Sossi, Vesna']"
24341265,"['Alfonso-Goldfarb, Ana M', 'Waisse, Silvia', 'Ferraz, Márcia H M']"
16957294,"['Müller-Taubenberger, Annette']"
35693492,"['Shao, Jing', 'Zhang, Tianzi', 'Wang, Haohui', 'Tian, Yuanhao']"
28678866,"['Fernandes Martins, Maria João', 'Hunt, Gene', 'Lockwood, Rowan', 'Swaddle, John P', 'Horne, David J']"
32665017,"['Ramos, Thaís A R', 'Maracaja-Coutinho, Vinicius', 'Ortega, J Miguel', 'do Rêgo, Thaís G']"
35060909,"['Willis, Van C', 'Thomas Craig, Kelly Jean', 'Jabbarpour, Yalda', 'Scheufele, Elisabeth L', 'Arriaga, Yull E', 'Ajinkya, Monica', 'Rhee, Kyu B', 'Bazemore, Andrew']"
28241508,"['Horowitz, Carol R', 'Shameer, Khader', 'Gabrilove, Janice', 'Atreja, Ashish', 'Shepard, Peggy', 'Goytia, Crispin N', 'Smith, Geoffrey W', 'Dudley, Joel', 'Manning, Rachel', 'Bickell, Nina A', 'Galvez, Maida P']"
35697010,"['Han, Pei', 'Chen, Junzhou', 'Xiao, Jiayu', 'Han, Fei', 'Hu, Zhehao', 'Yang, Wensha', 'Cao, Minsong', 'Ling, Diane C', 'Li, Debiao', 'Christodoulou, Anthony G', 'Fan, Zhaoyang']"
30361528,"['Wei, Hai-Cheng', 'Xiao, Ming-Xia', 'Chen, Hong-Yu', 'Li, Yun-Qin', 'Wu, Hsien-Tsai', 'Sun, Cheuk-Kwan']"
34309565,"['Mclaughlin, Matthew', 'Duff, Jed', 'McKenzie, Tom', 'Campbell, Elizabeth', 'Sutherland, Rachel', 'Wiggers, John', 'Wolfenden, Luke']"
35261556,"['Ammann, Jeanine', 'Umstätter, Christina', 'El Benni, Nadja']"
35007241,"['Er, Kadir', 'Patsalis, Dimitrios', 'Katsigiannis, Sotirios', 'Schmieder, Kirsten', 'Baskaya, Mustafa K', 'Gierthmuehlen, Mortimer']"
26844090,"['Hahn, Ellen J', 'Gokun, Yevgeniya', 'Andrews, William M Jr', 'Overfield, Bethany L', 'Robertson, Heather', 'Wiggins, Amanda', 'Rayens, Mary Kay']"
35634048,"['Zheng, Zhiqiang']"
33225268,"['Aoun, Georges', 'Srour, Nour', 'El-Outa, Abbass', 'Nasseh, Ibrahim']"
24512111,"['Kowalski, Robin M', 'Giumetti, Gary W', 'Schroeder, Amber N', 'Lattanner, Micah R']"
22265550,"['Hewala, Ismail I', 'Bedair, Mona M', 'Shousha, Sherif M']"
20074663,"['Zhou, Xuezhong', 'Peng, Yonghong', 'Liu, Baoyan']"
32116573,"['Wojtasik, Magdalena', 'Bludau, Sebastian', 'Eickhoff, Simon B', 'Mohlberg, Hartmut', 'Gerboga, Fatma', 'Caspers, Svenja', 'Amunts, Katrin']"
33339530,"['Ibrahim, Alzhraa A', 'Küderle, Arne', 'Gaßner, Heiko', 'Klucken, Jochen', 'Eskofier, Bjoern M', 'Kluge, Felix']"
35009733,"['Domino, Małgorzata', 'Borowska, Marta', 'Kozłowska, Natalia', 'Zdrojkowski, Łukasz', 'Jasiński, Tomasz', 'Smyth, Graham', 'Maśko, Małgorzata']"
33460708,"['Kunze, Kyle N', 'Polce, Evan M', 'Nwachukwu, Benedict U', 'Chahla, Jorge', 'Nho, Shane J']"
29643049,"['Nicoll, Pam', 'MacRury, Sandra', 'van Woerden, Hugo C', 'Smyth, Keith']"
34036153,"['Hong, Mai N', 'Hayden, Alix', 'Bouchal, Shelley Raffin', 'Sinclair, Shane']"
33686443,"['Nielsen, Pia Rude', 'Eriksen, Jens Ole', 'Sørensen, Mia Dahl', 'Wehkamp, Ulrike', 'Lindahl, Lise M', 'Bzorek, Michael', 'Iversen, Lars', 'Woetman, Anders', 'Ødum, Niels', 'Litman, Thomas', 'Gjerdrum, Lise Mette Rahbek']"
33341760,"['Sit, Muhammed', 'Demiray, Bekir Z', 'Xiang, Zhongrun', 'Ewing, Gregory J', 'Sermet, Yusuf', 'Demir, Ibrahim']"
21256229,"['Frey, Stephen', 'Pandya, Deepak N', 'Chakravarty, M Mallar', 'Bailey, Lara', 'Petrides, Michael', 'Collins, D Louis']"
19843733,"['Engel, Ahuva', 'Soudack, Michalle', 'Ofer, Amos', 'Nitecki, Samy S', 'Ghersin, Eduard', 'Fischer, Doron', 'Gaitini, Diana E']"
16143281,"['Yu, Jerry']"
18295893,"['Ogra, Yasumitsu', 'Kobayashi, Reina', 'Ishiwata, Kazuya', 'Suzuki, Kazuo T']"
16965803,"['Pilbrow, Varsha']"
15896851,"['Stankovic, Roger K', 'Shingde, Meena', 'Cullen, Karen M']"
31861503,"['Ma, Huiqin', 'Huang, Wenjiang', 'Jing, Yuanshu', 'Pignatti, Stefano', 'Laneve, Giovanni', 'Dong, Yingying', 'Ye, Huichun', 'Liu, Linyi', 'Guo, Anting', 'Jiang, Jing']"
27038965,"['Yu, Weimin', 'Chu, Chengwen', 'Tannast, Moritz', 'Zheng, Guoyan']"
30370370,"['Kim, Jihun', 'Park, Yang-Kyun', 'Edmunds, David', 'Oh, Kevin', 'Sharp, Gregory C', 'Winey, Brian']"
34252981,"['Branquinho, Cátia', 'Santos, Anabela Caetano', 'Ramiro, Lúcia', 'Gaspar de Matos, Margarida']"
25114925,"['Mukherjee, Rashmi', 'Manohar, Dhiraj Dhane', 'Das, Dev Kumar', 'Achar, Arun', 'Mitra, Analava', 'Chakraborty, Chandan']"
24170553,"['Fahmi, F', 'Riordan, A', 'Beenen, L F M', 'Streekstra, G J', 'Janssen, N Y', 'de Jong, H W', 'Majoie, C B L', 'van Bavel, E', 'Marquering, H A']"
16846979,"['Krause, Christina M', 'Björnberg, Christian Haarala', 'Pesonen, Mirka', 'Hulten, Annika', 'Liesivuori, Tiia', 'Koivisto, Mika', 'Revonsuo, Antti', 'Laine, Matti', 'Hämäläinen, Heikki']"
35208099,"['Li, Junyu', 'Shi, Yuanyuan', 'Jiang, Renjie', 'Zhang, Zhifu', 'Huang, Qibai']"
31442721,"['Manzione, Rodrigo Lilla', 'Castrignanò, Annamaria']"
30305764,"['Cooperstein, Robert', 'Truong, Felisha']"
26736942,"['Khan, Javed', 'Malik, Aamir Saeed', 'Kamel, Nidal', 'Dass, Sarat Chandra', 'Affandi, Azura Mohd']"
22262547,"['Slavkin, Harold C']"
30664334,"['Lai, Hui-Ling', 'Perng, Shoa-Jen', 'Huang, Chiung-Yu']"
34849352,"['Mičušík, Matej', 'Kleinová, Angela', 'Oros, Mikuláš', 'Šimon, Peter', 'Dubaj, Tibor', 'Procházka, Michal', 'Omastová, Mária']"
28079592,"['Boeras, Debrah I', 'Nkengasong, John N', 'Peeling, Rosanna W']"
27747815,"['Rahim, Sarni Suhaila', 'Palade, Vasile', 'Shuttleworth, James', 'Jayne, Chrisina']"
26120355,"['Yan, Bin', 'Jin, Zhao', 'Zhang, Hanming', 'Li, Lei', 'Cai, Ailong']"
17883432,"['Américo, M F', 'Oliveira, R B', 'Romeiro, F G', 'Baffa, O', 'Corá, L A', 'Miranda, J R A']"
17078942,"['Fonseca, Everthon Silva', 'Guido, Rodrigo Capobianco', 'Scalassara, Paulo Rogério', 'Maciel, Carlos Dias', 'Pereira, José Carlos']"
16764263,"['Neelamani, Ramesh', 'de Queiroz, Ricardo', 'Fan, Zhigang', 'Dash, Sanjeeb', 'Baraniuk, Richard G']"
16382797,"['Servonsky, E Jane', 'Daniels, W Lawrence', 'Davis, Bertha L']"
16011131,"['Seren, Erdal']"
1422097,"['Girard, A', 'Phan, M L', 'Weise, F', 'Elghozi, J L']"
2143554,"['Nakamori, N', 'Doi, K', 'Sabeti, V', 'MacMahon, H']"
34210074,"['Rong, Yibiao', 'Zhang, Xia', 'Lin, Jianyu']"
33244599,"['Liang, Xiaoyu', 'Hu, Ying', 'Yan, Chunhua', 'Xu, Ke']"
28350358,"['Rodríguez, Manuel', 'Magdaleno, Eduardo', 'Pérez, Fernando', 'García, Cristhian']"
21606019,"['Mamaghanian, Hossein', 'Khaled, Nadia', 'Atienza, David', 'Vandergheynst, Pierre']"
20300737,"['Petibois, Cyril']"
19963857,"['Charry, Edgar', 'Lai, Daniel T H', 'Begg, Rezaul K', 'Palaniswami, Marimuthu']"
10769219,"['Nieh, J C', 'Tautz, J']"
10723718,"['Jones, A Y', 'Jones, R D', 'Kwong, K', 'Burns, Y']"
28868727,"['Yambe, Tomoyuki', 'Kobayashi, Shinichi', 'Nanka, Shunsuke', 'Naganuma, Shigeru', 'Nitta, Shinichi', 'Matsuki, Hidetoshi', 'Abe, Ken-Ichi', 'Yoshizawa, Makoto', 'Fukuju, Takeo', 'Tabayashi, Kou-Ichi', 'Takeda, Hiroshi', 'Hashimoto, Hiroyuki']"
1700217,"['Grichois, M L', 'Japundzic, N', 'Head, G A', 'Elghozi, J L']"
32485977,"['Shintemirov, Almas', 'Taunyazov, Tasbolat', 'Omarali, Bukeikhan', 'Nurbayeva, Aigerim', 'Kim, Anton', 'Bukeyev, Askhat', 'Rubagotti, Matteo']"
20882613,"['Nie, Binbin', 'Hui, Jiaojie', 'Wang, Lijing', 'Chai, Pei', 'Gao, Juan', 'Liu, Shuangquan', 'Zhang, Zhijun', 'Shan, Baoci', 'Zhao, Shujun']"
18683171,"['Sotanaphun, Uthai', 'Phattanawasin, Panadda', 'Sriphong, Lawan']"
30877295,"['Lewnard, Joseph A', 'Reingold, Arthur L']"
27904452,"['Petric, Primoz', 'Hudej, Robert', 'Al-Hammadi, Noora', 'Segedin, Barbara']"
27788767,"['Helm, Janet', 'Jones, Regan Miller']"
27085850,"['Burdall, Oliver C', 'Makin, Erica', 'Davenport, Mark', 'Ade-Ajayi, Niyi']"
23752692,"['Lutz, Norbert W', 'Le Fur, Yann', 'Chiche, Johanna', 'Pouysségur, Jacques', 'Cozzone, Patrick J']"
16370456,"['Balster, Eric J', 'Zheng, Yuan F', 'Ewing, Robert L']"
35324623,"['Viana, Paula', 'Andrade, Maria Teresa', 'Carvalho, Pedro', 'Vilaça, Luis', 'Teixeira, Inês N', 'Costa, Tiago', 'Jonker, Pieter']"
32884051,"['Yu, Yeh-Wei', 'Sun, Ching-Cherng', 'Hsieh, Po-Kai', 'Huang, Yi-Hao', 'Song, Chih-Yuan', 'Yang, Tsung-Hsun']"
35690313,"['Xiong, Yuqiang', 'Wang, Shiyuan', 'Wei, Haodong', 'Li, Hanshuang', 'Lv, Yingli', 'Chi, Meng', 'Su, Dongqing', 'Lu, Qianzi', 'Yu, Yao', 'Zuo, Yongchun', 'Yang, Lei']"
22897894,"['Cruz-Cano, Raul', 'Lee, Mei-Ling Ting', 'Leung, Ming-Ying']"
35335585,"['Jelić, Aleksandra', 'Sekulić, Milica', 'Travica, Milan', 'Gržetić, Jelena', 'Ugrinović, Vukašin', 'Marinković, Aleksandar D', 'Božić, Aleksandra', 'Stamenović, Marina', 'Putić, Slaviša']"
34066075,"['Kopylov, Arthur T', 'Malsagova, Kristina A', 'Stepanov, Alexander A', 'Kaysheva, Anna L']"
29092947,"['Martel, Anne L', 'Hosseinzadeh, Dan', 'Senaras, Caglar', 'Zhou, Yu', 'Yazdanpanah, Azadeh', 'Shojaii, Rushin', 'Patterson, Emily S', 'Madabhushi, Anant', 'Gurcan, Metin N']"
33814091,"['Boilson, Barry A', 'Bechtum, Elizabeth L', 'Behnken, Amy L', 'Loga, Laura A', 'Luckhardt, Angela J', 'Schettle, Sarah D', 'Clavell, Alfredo L', 'Dragomir-Daescu, Dan', 'Stulak, John M']"
34760858,"['Zheng, Jinjie', 'Williams-Livingston, Arletha', ""Danavall, N'Dieye"", 'Ervin, Christopher', 'McCray, Gail']"
32197445,"['Luo, Guoxi', 'Luo, Yunyun', 'Zhang, Qiankun', 'Wang, Shubei', 'Wang, Lu', 'Li, Zhikang', 'Zhao, Libo', 'Teh, Kwok Siong', 'Jiang, Zhuangde']"
32689637,"['Shimonaga, Koji', 'Matsushige, Toshinori', 'Takahashi, Hiroki', 'Hashimoto, Yukoshige', 'Mizoue, Tatsuya', 'Ono, Chiaki', 'Kurisu, Kaoru', 'Sakamoto, Shigeyuki']"
35304561,"['Essén, Anna', 'Stern, Ariel D', 'Haase, Christoffer Bjerre', 'Car, Josip', 'Greaves, Felix', 'Paparova, Dragana', 'Vandeput, Steven', 'Wehrens, Rik', 'Bates, David W']"
32928779,"['Dimaguila, Gerardo Luis', 'Batchelor, Frances', 'Merolli, Mark', 'Gray, Kathleen']"
9735422,"['Carrino, J A', 'Unkel, P J', 'Miller, I D', 'Bowser, C L', 'Freckleton, M W', 'Johnson, T G']"
17985648,"['Chao, Ming', 'Schreibmann, Eduard', 'Li, Tianfang', 'Wink, Nicole', 'Xing, Lei']"
35032002,"['Zhou, Zikang', 'Liu, Dianfeng', 'Sun, Yingying', 'He, Jianhua']"
34823879,"['Mourouzis, Petros', 'Tolidis, Kosmas']"
32889947,"['Thakur, Anupam', 'Soklaridis, Sophie', 'Crawford, Allison', 'Mulsant, Benoit', 'Sockalingam, Sanjeev']"
32460830,"['Cresswell, Kathrin', 'Sheikh, Aziz', 'Franklin, Bryony Dean', 'Krasuska, Marta', 'Nguyen, Hung The', 'Hinder, Susan', 'Lane, Wendy', 'Mozaffar, Hajar', 'Mason, Kathy', 'Eason, Sally', 'Potts, Henry W W', 'Williams, Robin']"
24521154,"['Haggerty, Juliana M', 'Wang, Xiao N', 'Dickinson, Anne', ""O'Malley, Chris J"", 'Martin, Elaine B']"
35009813,"['Kukharchuk, Vasyl V', 'Pavlov, Sergii V', 'Holodiuk, Volodymyr S', 'Kryvonosov, Valery E', 'Skorupski, Krzysztof', 'Mussabekova, Assel', 'Karnakova, Gaini']"
31728853,"['Xing, Pengfei', 'Shen, Hongjian', 'Li, Zifu', 'Yang, Pengfei', 'Zhang, Yongwei', 'Liu, Jianmin']"
2015273,"['Harvey, S A', 'Trankina, M L', 'Olson, M S', 'Clark, J B']"
27163445,"['Podsiadlo, P', 'Nevitt, M C', 'Wolski, M', 'Stachowiak, G W', 'Lynch, J A', 'Tolstykh, I', 'Felson, D T', 'Segal, N A', 'Lewis, C E', 'Englund, M']"
32471234,"['Sun, Shengjing', 'Zheng, Xiaochen', 'Villalba-Díez, Javier', 'Ordieres-Meré, Joaquín']"
31403638,"['Kumar, Mohit', 'Abbas, Sohail', 'Lee, Jung-Ho', 'Kim, Joondong']"
31243834,"['Ma, Yinji', 'Zhang, Yingchao', 'Cai, Shisheng', 'Han, Zhiyuan', 'Liu, Xin', 'Wang, Fengle', 'Cao, Yu', 'Wang, Zhouheng', 'Li, Hangfei', 'Chen, Yihao', 'Feng, Xue']"
29533732,"['Xu, Daorong', 'Wang, Yibei', 'Jiang, Chunyu', 'Fu, Maoqing', 'Li, Shiqi', 'Qian, Lei', 'Sun, Peidong', 'Ouyang, Jun']"
28851273,"['Zhou, Jiyun', 'Lu, Qin', 'Xu, Ruifeng', 'He, Yulan', 'Wang, Hongpeng']"
9863409,"['Perisić, M', 'Djulafić, Dj', 'Sagić, D', 'Grbić, R']"
35503250,"['Brown, Rachel E', 'Jacobse, Justin', 'Anant, Shruti A', 'Blunt, Koral M', 'Chen, Bob', 'Vega, Paige N', 'Jones, Chase T', 'Pilat, Jennifer M', 'Revetta, Frank', 'Gorby, Aidan H', 'Stengel, Kristy R', 'Choksi, Yash A', 'Palin, Kimmo', 'Piazuelo, M Blanca', 'Washington, Mary Kay', 'Lau, Ken S', 'Goettel, Jeremy A', 'Hiebert, Scott W', 'Short, Sarah P', 'Williams, Christopher S']"
30610858,"['Bergman, Jacques J G H M', 'de Groof, A Jeroen', 'Pech, O', 'Ragunath, K', 'Armstrong, D', 'Mostafavi, N', 'Lundell, L', 'Dent, J', 'Vieth, M', 'Tytgat, G N', 'Sharma, P']"
33869433,"['Fumagalli, Andrea', 'Morini, Cristina']"
24965011,"['Göröcs, Zoltán', 'Ozcan, Aydogan']"
24328318,"['Yang, Yang', 'Lu, Guolin', 'Li, Yongjun', 'Liu, Zhanzhan', 'Huang, Xiaoyu']"
24163610,"['Zhang, Yudong', 'Wang, Shuihua', 'Ji, Genlin', 'Dong, Zhengchao']"
17429492,"['Jelinek, Herbert F', 'Cree, Michael J', 'Leandro, Jorge J G', 'Soares, João V B', 'Cesar, Roberto M Jr', 'Luckie, A']"
18215923,"['Thompson, P', 'Toga, A W']"
1714018,"['Elghozi, J L', 'Laude, D', 'Janvier, F']"
2932830,"['Voyles, W F', 'Altobelli, S A', 'Fisher, D C', 'Greene, E R']"
34748483,"['Yang, Bo', 'Liu, Min', 'Wang, Yaonan', 'Zhang, Kang', 'Meijering, Erik']"
31320047,"['Zhang, Hao', 'Sun, Xiaohang', 'Hubbe, Martin A', 'Pal, Lokendra']"
30182736,"['Kerr, David', 'Klonoff, David C']"
29993629,"['Sanchez, Victor', 'Hernandez-Cabronero, Miguel']"
29967303,"['Bernstein, Ethan S', 'Turban, Stephen']"
29390690,"['Zhang, M J', 'Jing, N', 'Li, K W', 'Wang, Z B']"
28561658,"['Patt, Debra A', 'Bernstam, Elmer V', 'Mandel, Joshua C', 'Kreda, David A', 'Warner, Jeremy L']"
26197614,"['Zhao, Shou-bo', 'Zhang, Fu-min', 'Qu, Xing-hua', 'Zheng, Shi-wei', 'Chen, Zhe']"
22524087,"['Tai, K', 'Park, J H', 'Hayashi, K', 'Yanagi, Y', 'Asaumi, J I', 'Iida, S', 'Shin, J W']"
19798977,"['Zhou, Dan', 'Wang, Qin-Jun', 'Tian, Qing-Jiu', 'Lin, Qi-Zhong', 'Fu, Wen-Xue']"
15533652,"['Onoe, Sachiko', 'Nishigaki, Toshinori']"
9425540,"['Rohaly, A M', 'Ahumada, A J Jr', 'Watson, A B']"
34152272,"['Song, Ting', 'Liu, Fang', 'Deng, Ning', 'Qian, Siyu', 'Cui, Tingru', 'Guan, Yingping', 'Arnolda, Leonard', 'Zhang, Zhenyu', 'Yu, Ping']"
29273451,"['Kopp, Janel L', 'Dubois, Claire L', 'Schaeffer, David F', 'Samani, Atefeh', 'Taghizadeh, Farnaz', 'Cowan, Robert W', 'Rhim, Andrew D', 'Stiles, Bangyan L', 'Valasek, Mark', 'Sander, Maike']"
32995610,"['Dagne, Desalegn T', 'Fante, Kinde A', 'Desta, Getachew A']"
31946420,"['Forouzanfar, Mohamad', 'Baker, Fiona C', 'Colrain, Ian M', 'de Zambotti, Massimiliano']"
25000042,"['Al-Nasser, Lubna', 'Al-Ehaideb, Ali', 'Househ, Mowafa']"
24721769,"['Oletic, Dinko', 'Arsenali, Bruno', 'Bilas, Vedran']"
19163268,"['Giannakidis, Archontis', 'Kotoulas, Leonidas', 'Petrou, Maria']"
12580205,"['Goldman, J M', 'Petterson, M T', 'Kopotic, R J', 'Barker, S J']"
7071837,"['Ashikawa, K', 'Ino-Oka, E', 'Kitaoka, S', 'Ishide, N', 'Tamaki, K', 'Isoyama, S', 'Yanagiya, T', 'Okubo, T', 'Takishima, T']"
35632362,"['Wei, Zhuangkun', 'Wang, Liang', 'Sun, Schyler Chengyao', 'Li, Bin', 'Guo, Weisi']"
34355212,"['Lopatkin, Allison J', 'Yang, Jason H']"
34168767,"['Michaels, Hannes', 'Benesperi, Iacopo', 'Freitag, Marina']"
33969490,"['Yu, Yongjian', 'Wang, Jue']"
33920390,"['Lan, Xuegang', 'Wan, Tao', 'Jiang, Kaili', 'Xiong, Ying', 'Tang, Bin']"
33624890,"['Kuo, Chen-Ya', 'Chiu, Han-Mo']"
32007258,"['Zhang, Chunlin', 'Liu, Yuling', 'Wan, Fangyi', 'Chen, Binqiang', 'Liu, Jie', 'Hu, Bingbing']"
31198866,"['Wang, Lillian-Yee-Kiaw', 'Lew, Sook-Ling', 'Lau, Siong-Hoe', 'Leow, Meng-Chew']"
30657016,"['Crath, Rory', 'Gaubinger, Adam', 'Rangel, Cristian']"
29531846,"['Lahiani, Amal', 'Klaiman, Eldad', 'Grimm, Oliver']"
28362349,"['You, Yong', 'Shen, Yang', 'Zhang, Guocai', 'Xing, Xiuwen']"
27814367,"['Wu, Yueying', 'Liu, Pengyu', 'Gao, Yuan', 'Jia, Kebin']"
27499586,"['Glover, Jack L', 'Hudson, Lawrence T']"
27089377,"['Dak, Piyush', 'Ebrahimi, Aida', 'Swaminathan, Vikhram', 'Duarte-Guevara, Carlos', 'Bashir, Rashid', 'Alam, Muhammad A']"
27025907,"['Li, Yun Bo', 'Li, Lian Lin', 'Xu, Bai Bing', 'Wu, Wei', 'Wu, Rui Yuan', 'Wan, Xiang', 'Cheng, Qiang', 'Cui, Tie Jun']"
21776082,"['Qian, Lulu', 'Winfree, Erik', 'Bruck, Jehoshua']"
19514734,"['Parajuli, Suman', 'Miao, Wujian']"
19095521,"['Sabir, Muhammad Farooq', 'Heath, Robert W Jr', 'Bovik, Alan Conrad']"
15818479,"['Bantseev, Vladimir', 'Auclair, Francois', 'Dubuc, Rejean', 'Sivak, Jacob G']"
24438532,"['Lee, Ju Hee', 'Chen, Hongxiang', 'Kolev, Vihren', 'Aull, Katherine H', 'Jung, Inhee', 'Wang, Jun', 'Miyamoto, Shoko', 'Hosoi, Junichi', 'Mandinova, Anna', 'Fisher, David E']"
33435278,"['Ivanov, Yuri D', 'Pleshakova, Tatyana O', 'Shumov, Ivan D', 'Kozlov, Andrey F', 'Valueva, Anastasia A', 'Ivanova, Irina A', 'Ershova, Maria O', 'Larionov, Dmitry I', 'Repnikov, Victor V', 'Ivanova, Nina D', 'Tatur, Vadim Yu', 'Stepanov, Igor N', 'Ziborov, Vadim S']"
34057240,"['Coghlan, Simon', 'Cardilini, Adam P A']"
31621124,"['Vainio, Lari', 'Vainio, Martti', 'Lipsanen, Jari', 'Ellis, Rob']"
31300670,"['Lee, Hyemi', 'Kunz, Alexander', 'Shim, Won Joon', 'Walther, Bruno A']"
28540249,"['Ward, Douglas G', 'Bryan, Richard T']"
20142155,"['Ku, Cheng-Tung', 'Hung, King-Chu', 'Wu, Tsung-Ching', 'Wang, Huan-Sheng']"
10732688,"['Kellner, B', 'Stief, C G', 'Hinrichs, H', 'Hartung, C']"
7880921,"['Başar, E', 'Schürmann, M']"
8444694,"['Lorino, H', 'Mariette, C', 'Karouia, M', 'Lorino, A M']"
1953261,"['Laude, D', 'Janvier, F', 'Elghozi, J L']"
26901410,"['Zhang, Hanming', 'Wang, Linyuan', 'Yan, Bin', 'Li, Lei', 'Cai, Ailong', 'Hu, Guoen']"
24290942,"['Gibiino, Fabio', 'Positano, Vincenzo', 'Wiesinger, Florian', 'Giovannetti, Giulio', 'Landini, Luigi', 'Santarelli, Maria Filomena']"
23549271,"['Xiao, Ling-Han', 'Wang, Tao', 'Zhao, Tian-Yi', 'Zheng, Xin', 'Sun, Li-Ying', 'Li, Ping', 'Liu, Feng-Qi', 'Gao, Ge', 'Dong, Alideertu']"
22071600,"['Matsuo, Satoru', 'Morishita, Junji', 'Katafuchi, Tetsuro', 'Honda, Chika', 'Fujita, Hiroshi']"
18435246,"['Yang, Li', 'Peng, Chenglin', 'Wu, Huafeng', 'Zhao, Dechun', 'Zhang, Jinhua']"
17967556,"['Smirnov, Alex I']"
15722310,"['Ruggeri, A', 'Grisan, E', 'Jaroszewski, J']"
2399992,"['Zenilman, M E', 'Parodi, J', 'Spitznagel, E', 'Becker, J M']"
34691166,"['Zhuang, Shuxin', 'Li, Fenlan', 'Zhuang, Zhemin', 'Rao, Wenbin', 'Joseph Raj, Alex Noel', 'Rajangam, Vijayarajan']"
32924975,"['Heichel, Danielle L', 'Tumbic, Julia A', 'Boch, Marisa E', 'Ma, Anson W K', 'Burke, Kelly A']"
22330995,"['Dowling, Jason A', 'Lambert, Jonathan', 'Parker, Joel', 'Salvado, Olivier', 'Fripp, Jurgen', 'Capp, Anne', 'Wratten, Chris', 'Denham, James W', 'Greer, Peter B']"
32147798,"['Lambert, Mélanie', 'Leijonhufvud, Caroline', 'Segerberg, Filip', 'Melenhorst, J Joseph', 'Carlsten, Mattias']"
30112395,"['Liu, Quan', 'Ma, Li', 'Fan, Shou-Zen', 'Abbod, Maysam F', 'Ai, Qingsong', 'Chen, Kun', 'Shieh, Jiann-Shing']"
25281566,"['Lockhart, C J', 'McCann, A J', 'Pinnock, R A', 'Hamilton, P K', 'Harbinson, M T', 'McVeigh, G E']"
22882173,"['Leitune, V C B', 'Takimi, A', 'Collares, F M', 'Santos, P D', 'Provenzi, C', 'Bergmann, C P', 'Samuel, S M W']"
19765079,"['Gössler-Schöfberger, Ruth', 'Hesser, Günter', 'Muik, Martin', 'Wechselberger, Christian', 'Jilek, Alexander']"
31849169,"['Chen, Ying', 'Liu, Zhongning', 'Jiang, Ting', 'Zou, Xinyu', 'Lei, Lei', 'Yan, Wenjuan', 'Yang, Jingwen', 'Li, Bo']"
7561155,"['Wakita, H', 'Tokura, Y', 'Furukawa, F', 'Takigawa, M']"
32420919,"['Capolongo, Stefano', 'Rebecchi, Andrea', 'Buffoli, Maddalena', 'Appolloni, Letizia', 'Signorelli, Carlo', 'Fara, Gaetano Maria', ""D'Alessandro, Daniela""]"
30125150,"['Ogino, Shuji', 'Nowak, Jonathan A', 'Hamada, Tsuyoshi', 'Milner, Danny A Jr', 'Nishihara, Reiko']"
27653935,"['Zhou, Xing', 'Lei, Ming', 'Dan, Dan', 'Yao, Baoli', 'Yang, Yanlong', 'Qian, Jia', 'Chen, Guangde', 'Bianco, Piero R']"
31410690,"['Zhang, Chang-Jiang', 'Nie, Huan-Huan']"
31576556,"['Chui, Michael Herman', 'Shih, Ie-Ming']"
9833036,"['Stücker, M', 'Steinbrügge, J', 'Ihrig, C', 'Hoffmann, K', 'Ihrig, D', 'Röchling, A', 'Lübbers, D W', 'Jungmann, H', 'Altmeyer, P']"
8152192,"['Walter, P', 'Brunner, R']"
14584028,"['Henson, John H', 'Kolnik, Sarah E', 'Fried, Christopher A', 'Nazarian, Ronniel', 'McGreevy, Jeanine', 'Schulberg, Katrina L', 'Detweiler, Megan', 'Trabosh, Valerie A']"
34856118,"['Strong, J', 'Drummond, S', 'Hanson, J', 'Pole, J D', 'Engstrom, T', 'Copeland, K', 'Lipman, B', 'Sullivan, C']"
34796049,"['Belani, Seema', 'Tiarks, Georgina C', 'Mookerjee, Neil', 'Rajput, Vijay']"
33243053,"['Kim, H-B', 'Kim, A', 'Kim, Y', 'Kim, G-T', 'Ahn, E', 'So, M W', 'Sohn, D H', 'Lee, S-G']"
30503148,"['Lancellotta, Valentina', 'Pagano, Stefano', 'Tagliaferri, Luca', 'Piergentini, Marco', 'Ricci, Alessandro', 'Montecchiani, Sandro', 'Saldi, Simonetta', 'Chierchini, Sara', 'Cianetti, Stefano', 'Valentini, Vincenzo', 'Kovács, György', 'Aristei, Cynthia']"
22074315,"['Chen, Shih-Wei', 'Lin, Sheng-Huang', 'Liao, Lun-De', 'Lai, Hsin-Yi', 'Pei, Yu-Cheng', 'Kuo, Te-Son', 'Lin, Chin-Teng', 'Chang, Jyh-Yeong', 'Chen, You-Yin', 'Lo, Yu-Chun', 'Chen, Shin-Yuan', 'Wu, Robby', 'Tsang, Siny']"
17442388,"['Lee, Bor-Shiunn', 'Huang, Shih-Hao', 'Chiang, Yu-Chih', 'Chien, Yu-Shan', 'Mou, Chung-Yuan', 'Lin, Chun-Pin']"
35315636,"['Choi, Eunsik', 'An, Kunsik', 'Kang, Kyung-Tae']"
